Token,Num_Labels,Num_Occurrences
game,9,3023
bất_động_sản,8,1255
thai,10,915
bột,11,894
mm,9,893
cơ_thể,11,797
thông_số,8,767
ml,10,762
usb,4,740
sạc,6,719
nồi,9,682
bếp,11,680
bhxh,4,674
bảo_hành,9,674
tướng,8,667
rau,10,631
kem,9,622
dinh_dưỡng,9,614
pin,11,594
vitamin,8,547
bền,8,547
cộng_tác,9,545
banbientapicomvn,7,539
bài_vở,7,539
vay,11,515
loa,7,505
căn_hộ,6,501
nấu,11,475
tắm,10,467
hương_vị,7,462
dặm,6,453
giao_dịch,10,445
thủ_tướng,11,442
thầy,10,440
nhiệt,11,439
phụ_kiện,11,420
ép,11,403
nến,6,394
nắp,8,393
thủy_tinh,9,387
bề_mặt,11,376
tai_nghe,4,375
nợ,8,373
nội_thất,10,371
trọng_lượng,9,370
quỹ,10,369
inox,7,366
nướng,8,364
nhân_vật,8,357
dưỡng,7,355
phát_điện,3,355
trò_chơi,11,350
quần_áo,9,349
cán_bộ,11,348
mobile,6,343
cháo,7,342
bđs,4,339
tín_dụng,8,335
bú,4,332
thai_nhi,4,331
cáp,11,330
tôm,8,328
cảm_biến,4,327
di_động,9,325
kỹ_năng,11,323
lãi_suất,6,322
dung_tích,8,318
gia_vị,7,318
ẩm,10,318
phim,11,314
công_thức,11,314
giặt,9,312
rác,7,309
bò,10,309
bảo_hiểm_xã_hội,3,309
đun,7,304
tinh_dầu,5,303
thùng,10,294
mềm_mại,9,293
thìa,6,293
camera,9,288
nhân_dân,9,288
led,8,287
động_cơ,9,285
mỹ_phẩm,6,284
mì,10,281
tử_cung,3,279
nước_hoa,6,276
hạ_tầng,9,275
ubnd,10,275
quy_hoạch,8,274
mẫu_mã,10,272
sôi,6,271
omron,2,270
trái_cây,9,269
ngâm,9,265
chảo,8,262
gối,10,260
sensor,2,259
mts,1,259
quý_khách,7,259
đảng,9,258
váy,5,257
thi_công,11,256
màng,10,255
lít,10,252
chiết_xuất,7,251
ván,7,250
xào,9,250
nhôm,7,248
hưu,10,248
quạt,6,247
đồ_dùng,8,245
bố_mẹ,6,244
cha_mẹ,10,244
vết,11,242
dn,8,240
gr,7,239
lò,9,239
đứa,10,237
nhà_trường,8,236
bảo_an,3,234
tần,2,232
mụn,6,232
đĩa,10,232
gạo,11,231
tiểu,11,229
bảo_hiểm,10,229
công_dụng,11,228
miệng,11,227
gừng,4,226
tiện_dụng,11,226
viêm,9,225
canxi,5,225
mặc,11,225
trộn,10,224
xương,11,224
cao_su,7,224
người_bệnh,6,223
quốc_hội,8,223
lưới,11,222
dừa,9,222
môi,11,221
dạy,10,218
bộ_trưởng,9,218
xốp,7,218
ngân_sách,10,216
đóng_gói,10,215
ha,11,214
ốc,7,214
dự_phòng,11,214
muỗng,6,214
vách,6,214
kệ,8,213
móng,9,212
thực_khách,3,211
hành_chính,11,211
hợp_đồng,11,210
dung_lượng,7,206
hóa_chất,11,205
xay,8,205
mực,10,205
nàng,8,204
tế_bào,8,204
lotus,4,203
bơ,6,202
hàng_hóa,11,201
trang_điểm,7,201
gamek,1,200
đô_thị,10,199
ho,8,199
chén,7,199
nhnn,3,198
link,8,196
thoa,7,196
sơ_sinh,7,195
nệm,4,195
giấc_ngủ,9,194
bơm,11,193
